"Scaffold.ID","Scaffold.Name","Genome.ID","Genome","Gene.Count","Sequence.Length.bp","GC.Content"
640970008,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000211",640963011,"Beggiatoa sp. PS",3,4660,0.38
640970009,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000212",640963011,"Beggiatoa sp. PS",3,4658,0.4
640970010,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000213",640963011,"Beggiatoa sp. PS",3,4658,0.37
640970011,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000214",640963011,"Beggiatoa sp. PS",9,4650,0.37
640970012,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000215",640963011,"Beggiatoa sp. PS",4,4647,0.38
640970013,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000216",640963011,"Beggiatoa sp. PS",3,4643,0.39
640970014,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000217",640963011,"Beggiatoa sp. PS",3,4642,0.39
640970015,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000218",640963011,"Beggiatoa sp. PS",3,4642,0.38
640970016,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000219",640963011,"Beggiatoa sp. PS",6,4640,0.37
640970017,"Beggiatoa sp. PS contig22689: NZ_ABBZ01000220",640963011,"Beggiatoa sp. PS",0,4637,0.39
640970018,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000221",640963011,"Beggiatoa sp. PS",4,4634,0.38
640970019,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000222",640963011,"Beggiatoa sp. PS",2,4629,0.36
640970020,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000223",640963011,"Beggiatoa sp. PS",4,4613,0.39
640970021,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000224",640963011,"Beggiatoa sp. PS",5,4613,0.39
640970022,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000225",640963011,"Beggiatoa sp. PS",5,4595,0.44
640970023,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000226",640963011,"Beggiatoa sp. PS",5,4571,0.34
640970024,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000227",640963011,"Beggiatoa sp. PS",3,4563,0.37
640970025,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000228",640963011,"Beggiatoa sp. PS",8,4557,0.35
640970026,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000229",640963011,"Beggiatoa sp. PS",4,4538,0.38
640970027,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000230",640963011,"Beggiatoa sp. PS",4,4538,0.38
640970028,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000231",640963011,"Beggiatoa sp. PS",4,4534,0.37
640970029,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000232",640963011,"Beggiatoa sp. PS",8,4533,0.36
640970030,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000233",640963011,"Beggiatoa sp. PS",6,4518,0.36
640970031,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000234",640963011,"Beggiatoa sp. PS",1,4511,0.45
640970032,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000235",640963011,"Beggiatoa sp. PS",1,4498,0.38
640970033,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000236",640963011,"Beggiatoa sp. PS",3,4497,0.37
640970034,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000237",640963011,"Beggiatoa sp. PS",5,4496,0.36
640970035,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000238",640963011,"Beggiatoa sp. PS",2,4492,0.42
640970036,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000239",640963011,"Beggiatoa sp. PS",7,4490,0.37
640970037,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000240",640963011,"Beggiatoa sp. PS",5,4487,0.38
640970038,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000241",640963011,"Beggiatoa sp. PS",4,4485,0.39
640970039,"Beggiatoa sp. PS contig20581: NZ_ABBZ01000242",640963011,"Beggiatoa sp. PS",0,4480,0.46
640970040,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000243",640963011,"Beggiatoa sp. PS",6,4440,0.41
640970041,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000244",640963011,"Beggiatoa sp. PS",4,4439,0.35
640970042,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000245",640963011,"Beggiatoa sp. PS",2,4435,0.37
640970043,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000246",640963011,"Beggiatoa sp. PS",7,4432,0.36
640970044,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000247",640963011,"Beggiatoa sp. PS",5,4422,0.39
640970045,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000248",640963011,"Beggiatoa sp. PS",3,4387,0.37
640970046,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000249",640963011,"Beggiatoa sp. PS",3,4378,0.39
640970047,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000250",640963011,"Beggiatoa sp. PS",3,4374,0.42
640970048,"Beggiatoa sp. PS contig22099: NZ_ABBZ01000251",640963011,"Beggiatoa sp. PS",0,4372,0.42
640970049,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000252",640963011,"Beggiatoa sp. PS",2,4370,0.43
640970050,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000253",640963011,"Beggiatoa sp. PS",3,4364,0.43
640970051,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000254",640963011,"Beggiatoa sp. PS",2,4353,0.38
640970052,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000255",640963011,"Beggiatoa sp. PS",3,4352,0.39
640970053,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000256",640963011,"Beggiatoa sp. PS",4,4349,0.38
640970054,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000257",640963011,"Beggiatoa sp. PS",7,4348,0.36
640970055,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000258",640963011,"Beggiatoa sp. PS",4,4344,0.38
640970056,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000259",640963011,"Beggiatoa sp. PS",3,4329,0.39
640970057,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000260",640963011,"Beggiatoa sp. PS",3,4329,0.37
640970058,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000261",640963011,"Beggiatoa sp. PS",5,4328,0.38
640970059,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000262",640963011,"Beggiatoa sp. PS",4,4328,0.37
640970060,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000263",640963011,"Beggiatoa sp. PS",1,4327,0.38
640970061,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000264",640963011,"Beggiatoa sp. PS",2,4326,0.4
640970062,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000265",640963011,"Beggiatoa sp. PS",8,4320,0.36
640970063,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000266",640963011,"Beggiatoa sp. PS",4,4318,0.36
640970064,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000267",640963011,"Beggiatoa sp. PS",6,4303,0.39
640970065,"Beggiatoa sp. PS contig22483: NZ_ABBZ01000268",640963011,"Beggiatoa sp. PS",0,4299,0.4
640970066,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000269",640963011,"Beggiatoa sp. PS",3,4279,0.41
640970067,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000270",640963011,"Beggiatoa sp. PS",4,4258,0.36
640970068,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000271",640963011,"Beggiatoa sp. PS",2,4251,0.37
640970069,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000272",640963011,"Beggiatoa sp. PS",4,4249,0.35
640970070,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000273",640963011,"Beggiatoa sp. PS",2,4247,0.39
640970071,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000274",640963011,"Beggiatoa sp. PS",4,4244,0.38
640970072,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000275",640963011,"Beggiatoa sp. PS",3,4237,0.39
640970073,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000276",640963011,"Beggiatoa sp. PS",4,4232,0.35
640970074,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000277",640963011,"Beggiatoa sp. PS",5,4225,0.35
640970075,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000278",640963011,"Beggiatoa sp. PS",6,4224,0.37
640970076,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000279",640963011,"Beggiatoa sp. PS",2,4224,0.43
640970077,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000280",640963011,"Beggiatoa sp. PS",1,4214,0.39
640970078,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000281",640963011,"Beggiatoa sp. PS",4,4213,0.39
640970079,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000282",640963011,"Beggiatoa sp. PS",1,4207,0.4
640970080,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000283",640963011,"Beggiatoa sp. PS",6,4203,0.37
640970081,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000284",640963011,"Beggiatoa sp. PS",4,4194,0.41
640970082,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000285",640963011,"Beggiatoa sp. PS",2,4184,0.36
640970083,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000286",640963011,"Beggiatoa sp. PS",1,4183,0.4
640970084,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000287",640963011,"Beggiatoa sp. PS",6,4165,0.39
640970085,"Beggiatoa sp. PS contig00950: NZ_ABBZ01000288",640963011,"Beggiatoa sp. PS",0,4164,0.42
640970086,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000289",640963011,"Beggiatoa sp. PS",6,4161,0.42
640970087,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000290",640963011,"Beggiatoa sp. PS",5,4154,0.4
640970088,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000291",640963011,"Beggiatoa sp. PS",6,4151,0.35
640970089,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000292",640963011,"Beggiatoa sp. PS",3,4148,0.42
640970090,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000293",640963011,"Beggiatoa sp. PS",2,4144,0.4
640970091,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000294",640963011,"Beggiatoa sp. PS",9,4138,0.34
640970092,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000295",640963011,"Beggiatoa sp. PS",2,4136,0.38
640970093,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000296",640963011,"Beggiatoa sp. PS",5,4134,0.41
640970094,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000297",640963011,"Beggiatoa sp. PS",4,4131,0.39
640970095,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000298",640963011,"Beggiatoa sp. PS",5,4117,0.37
640970096,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000299",640963011,"Beggiatoa sp. PS",5,4089,0.34
640970097,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000300",640963011,"Beggiatoa sp. PS",2,4084,0.38
640970098,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000301",640963011,"Beggiatoa sp. PS",1,4084,0.42
640970099,"Beggiatoa sp. PS contig00898: NZ_ABBZ01000302",640963011,"Beggiatoa sp. PS",0,4082,0.48
640970100,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000303",640963011,"Beggiatoa sp. PS",4,4079,0.38
640970101,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000304",640963011,"Beggiatoa sp. PS",2,4071,0.4
640970102,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000305",640963011,"Beggiatoa sp. PS",1,4071,0.36
640970103,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000306",640963011,"Beggiatoa sp. PS",4,4066,0.34
640970104,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000307",640963011,"Beggiatoa sp. PS",3,4054,0.38
640970105,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000308",640963011,"Beggiatoa sp. PS",4,4049,0.39
640970106,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000309",640963011,"Beggiatoa sp. PS",6,4048,0.38
640970107,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000310",640963011,"Beggiatoa sp. PS",1,4043,0.37
640970108,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000311",640963011,"Beggiatoa sp. PS",4,4039,0.35
640970109,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000312",640963011,"Beggiatoa sp. PS",4,4036,0.41
640970110,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000313",640963011,"Beggiatoa sp. PS",5,4036,0.39
640970111,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000314",640963011,"Beggiatoa sp. PS",6,4035,0.38
640970112,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000315",640963011,"Beggiatoa sp. PS",4,4035,0.43
640970113,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000316",640963011,"Beggiatoa sp. PS",4,4024,0.36
640970114,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000317",640963011,"Beggiatoa sp. PS",3,4021,0.39
640970115,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000318",640963011,"Beggiatoa sp. PS",4,4019,0.38
640970116,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000319",640963011,"Beggiatoa sp. PS",2,4006,0.42
640970117,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000320",640963011,"Beggiatoa sp. PS",1,4003,0.43
640970118,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000321",640963011,"Beggiatoa sp. PS",6,3990,0.41
640970119,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000322",640963011,"Beggiatoa sp. PS",2,3984,0.38
640970120,"Beggiatoa sp. PS contig21286: NZ_ABBZ01000323",640963011,"Beggiatoa sp. PS",0,3982,0.38
640970121,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000324",640963011,"Beggiatoa sp. PS",4,3978,0.4
640970122,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000325",640963011,"Beggiatoa sp. PS",6,3970,0.38
640970123,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000326",640963011,"Beggiatoa sp. PS",5,3961,0.35
640970124,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000327",640963011,"Beggiatoa sp. PS",5,3951,0.36
640970125,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000328",640963011,"Beggiatoa sp. PS",2,3950,0.42
640970126,"Beggiatoa sp. PS contig23212: NZ_ABBZ01000329",640963011,"Beggiatoa sp. PS",0,3948,0.41
640970127,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000330",640963011,"Beggiatoa sp. PS",5,3948,0.36
640970128,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000331",640963011,"Beggiatoa sp. PS",6,3941,0.4
640970129,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000332",640963011,"Beggiatoa sp. PS",3,3939,0.36
640970130,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000333",640963011,"Beggiatoa sp. PS",4,3934,0.45
640970131,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000334",640963011,"Beggiatoa sp. PS",4,3920,0.42
640970132,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000335",640963011,"Beggiatoa sp. PS",2,3916,0.38
640970133,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000336",640963011,"Beggiatoa sp. PS",3,3914,0.38
640970134,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000337",640963011,"Beggiatoa sp. PS",3,3910,0.37
640970135,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000338",640963011,"Beggiatoa sp. PS",5,3907,0.41
640970136,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000339",640963011,"Beggiatoa sp. PS",3,3901,0.4
640970137,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000340",640963011,"Beggiatoa sp. PS",3,3899,0.44
640970138,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000341",640963011,"Beggiatoa sp. PS",5,3897,0.39
640970139,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000342",640963011,"Beggiatoa sp. PS",4,3892,0.36
640970140,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000343",640963011,"Beggiatoa sp. PS",6,3890,0.38
640970141,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000344",640963011,"Beggiatoa sp. PS",2,3882,0.38
640970142,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000345",640963011,"Beggiatoa sp. PS",7,3882,0.37
640970143,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000346",640963011,"Beggiatoa sp. PS",4,3876,0.37
640970144,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000347",640963011,"Beggiatoa sp. PS",3,3868,0.38
640970145,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000348",640963011,"Beggiatoa sp. PS",4,3864,0.36
640970146,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000349",640963011,"Beggiatoa sp. PS",3,3832,0.4
640970147,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000350",640963011,"Beggiatoa sp. PS",2,3822,0.38
640970148,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000351",640963011,"Beggiatoa sp. PS",5,3820,0.33
640970149,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000352",640963011,"Beggiatoa sp. PS",2,3820,0.39
640970150,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000353",640963011,"Beggiatoa sp. PS",2,3817,0.43
640970151,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000354",640963011,"Beggiatoa sp. PS",4,3817,0.38
640970152,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000355",640963011,"Beggiatoa sp. PS",2,3816,0.36
640970153,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000356",640963011,"Beggiatoa sp. PS",1,3803,0.43
640970154,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000357",640963011,"Beggiatoa sp. PS",5,3802,0.4
640970155,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000358",640963011,"Beggiatoa sp. PS",4,3800,0.38
640970156,"Beggiatoa sp. PS contig00344: NZ_ABBZ01000359",640963011,"Beggiatoa sp. PS",0,3800,0.4
640970157,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000360",640963011,"Beggiatoa sp. PS",4,3798,0.34
640970158,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000361",640963011,"Beggiatoa sp. PS",3,3788,0.36
640970159,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000362",640963011,"Beggiatoa sp. PS",3,3788,0.36
640970160,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000363",640963011,"Beggiatoa sp. PS",1,3777,0.34
640970161,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000364",640963011,"Beggiatoa sp. PS",7,3758,0.36
640970162,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000365",640963011,"Beggiatoa sp. PS",5,3744,0.32
640970163,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000366",640963011,"Beggiatoa sp. PS",4,3734,0.37
640970164,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000367",640963011,"Beggiatoa sp. PS",4,3732,0.39
640970165,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000368",640963011,"Beggiatoa sp. PS",3,3722,0.37
640970166,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000369",640963011,"Beggiatoa sp. PS",3,3720,0.41
640970167,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000370",640963011,"Beggiatoa sp. PS",6,3717,0.38
640970168,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000371",640963011,"Beggiatoa sp. PS",3,3712,0.43
640970169,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000372",640963011,"Beggiatoa sp. PS",4,3700,0.4
640970170,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000373",640963011,"Beggiatoa sp. PS",1,3692,0.37
640970171,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000374",640963011,"Beggiatoa sp. PS",2,3691,0.39
640970172,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000375",640963011,"Beggiatoa sp. PS",8,3686,0.34
640970173,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000376",640963011,"Beggiatoa sp. PS",5,3685,0.37
640970174,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000377",640963011,"Beggiatoa sp. PS",3,3683,0.36
640970175,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000378",640963011,"Beggiatoa sp. PS",3,3681,0.35
640970176,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000379",640963011,"Beggiatoa sp. PS",3,3679,0.38
640970177,"Beggiatoa sp. PS contig20922: NZ_ABBZ01000380",640963011,"Beggiatoa sp. PS",0,3679,0.36
640970178,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000381",640963011,"Beggiatoa sp. PS",5,3668,0.38
640970179,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000382",640963011,"Beggiatoa sp. PS",4,3667,0.36
640970180,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000383",640963011,"Beggiatoa sp. PS",2,3666,0.39
640970181,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000384",640963011,"Beggiatoa sp. PS",1,3652,0.45
640970182,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000385",640963011,"Beggiatoa sp. PS",3,3650,0.39
640970183,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000386",640963011,"Beggiatoa sp. PS",3,3643,0.38
640970184,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000387",640963011,"Beggiatoa sp. PS",4,3621,0.41
640970185,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000388",640963011,"Beggiatoa sp. PS",2,3620,0.36
640970186,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000389",640963011,"Beggiatoa sp. PS",3,3619,0.4
640970187,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000390",640963011,"Beggiatoa sp. PS",3,3617,0.41
640970188,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000391",640963011,"Beggiatoa sp. PS",4,3612,0.38
640970189,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000392",640963011,"Beggiatoa sp. PS",2,3610,0.4
640970190,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000393",640963011,"Beggiatoa sp. PS",5,3610,0.4
640970191,"Beggiatoa sp. PS contig25505: NZ_ABBZ01000394",640963011,"Beggiatoa sp. PS",0,3598,0.43
640970192,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000395",640963011,"Beggiatoa sp. PS",3,3594,0.38
640970193,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000396",640963011,"Beggiatoa sp. PS",1,3589,0.47
640970194,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000397",640963011,"Beggiatoa sp. PS",3,3580,0.34
640970195,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000398",640963011,"Beggiatoa sp. PS",2,3580,0.43
640970196,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000399",640963011,"Beggiatoa sp. PS",7,3576,0.39
640970197,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000400",640963011,"Beggiatoa sp. PS",9,3572,0.38
640970198,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000401",640963011,"Beggiatoa sp. PS",2,3568,0.36
640970199,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000402",640963011,"Beggiatoa sp. PS",5,3561,0.38
640970200,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000403",640963011,"Beggiatoa sp. PS",4,3558,0.36
640970201,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000404",640963011,"Beggiatoa sp. PS",2,3553,0.39
640970202,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000405",640963011,"Beggiatoa sp. PS",4,3540,0.38
640970203,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000406",640963011,"Beggiatoa sp. PS",3,3527,0.34
640970204,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000407",640963011,"Beggiatoa sp. PS",3,3522,0.39
640970205,"Beggiatoa sp. PS contig09863: NZ_ABBZ01000408",640963011,"Beggiatoa sp. PS",0,3517,0.39
640970206,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000409",640963011,"Beggiatoa sp. PS",3,3513,0.38
640970207,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000410",640963011,"Beggiatoa sp. PS",3,3509,0.38
640970208,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000411",640963011,"Beggiatoa sp. PS",6,3501,0.37
640970209,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000412",640963011,"Beggiatoa sp. PS",3,3501,0.35
640970210,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000413",640963011,"Beggiatoa sp. PS",5,3494,0.41
640970211,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000414",640963011,"Beggiatoa sp. PS",2,3481,0.41
640970212,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000415",640963011,"Beggiatoa sp. PS",9,3481,0.37
640970213,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000416",640963011,"Beggiatoa sp. PS",4,3475,0.37
640970214,"Beggiatoa sp. PS contig23014: NZ_ABBZ01000417",640963011,"Beggiatoa sp. PS",0,3470,0.39
640970215,"Beggiatoa sp. PS, unfinished sequence: NZ_ABBZ01000418",640963011,"Beggiatoa sp. PS",2,3464,0.4
